;topic;StyleID;id;topic_safe
10463;begeistert;709229;2719;begeistert
10464;fast;515928;272;fast
10465;enttäuschen;553018;2720;enttaeuschen
10466;total;553018;2721;total
10467;farbe;515928;2722;farbe
10468;dick;9743730;2723;dick
10469;frag;553018;2724;frag
10470;gardine;9743730;2725;gardine
10471;allerdings;515928;2726;allerdings
10472;material;655046;2727;material
10473;hallo;553018;2728;hallo
10474;ausreichend;655046;2729;ausreichend
10475;preis;434886;273;preis
10476;passend;515928;2730;passend
10477;farbe;434886;2731;farbe
10478;bereits;654563;2732;bereits
10479;soeben;9743730;2733;soeben
10480;passen;553018;2734;passen
10481;dunkel;9743730;2735;dunkel
10482;gleich;9743730;2736;gleich
10483;bisher;434886;2737;bisher
10484;material;9743730;2738;material
10485;schnitt;1709054;2739;schnitt
10486;mögen;553018;274;moegen
10487;wintergarten;9743730;2740;wintergarten
10488;suchen;553018;2741;suchen
10489;passform;654563;2742;passform
10490;material;434886;2743;material
10491;finden;553018;2744;finden
10492;hoch;654563;2745;hoch
10493;material;654563;2746;material
10494;uni;9743730;2747;uni
10495;torf;44970574;2748;torf
10496;findsen;9743730;2749;findsen
10497;qualität;9743730;2750;qualitaet
10498;bereits;553018;2751;bereits
10499;lichtschutz;9743730;2752;lichtschutz
10500;okay;434886;2753;okay
10501;tolles;8623725;2754;tolles
10502;farbe;654563;2755;farbe
10503;lassen;553018;2756;lassen
10504;material;8623725;2757;material
10505;stützt;654563;2758;stuetzt
10506;farbe;9743730;2759;farbe
10507;begeistern;654563;276;begeistern
10508;lila;553018;2760;lila
10509;lässig;1709054;2761;laessig
10510;fallen;655046;2762;fallen
10511;stoff;9743730;2763;stoff
10512;glück;709229;2764;glueck
10513;angenehm;44970574;2765;angenehm
10514;angenehm;515928;2766;angenehm
10515;figurumspieldend;709229;2768;figurumspieldend
10516;klein;655046;2769;klein
10517;weiß;553018;277;weiss
10518;material;709229;2770;material
10519;passt;709229;2771;passt
10520;preis;434886;2772;preis
10521;stimmen;8623725;2773;stimmen
10522;bleiben;654563;2774;bleiben
10523;abnäher;709229;2775;abnaeher
10524;farbe;9743730;2776;farbe
10525;passform;434886;2777;passform
10526;material;553018;2778;material
10527;material;9743730;2779;material
10528;formstabil;515928;278;formstabil
10529;kind;553018;2780;kind
10530;schreiben;9743730;2781;schreiben
10531;angenehm;515928;2782;angenehm
10532;finden;9743730;2783;finden
10533;weiß;553018;2784;weiss
10534;alltagstauglich;515928;2785;alltagstauglich
10535;gardine;9743730;2786;gardine
10536;ausführung;709229;2787;ausfuehrung
10537;sitzen;654563;2789;sitzen
10538;schauen;709229;279;schauen
10539;letzter;1709054;2790;letzter
10540;gute;1709054;2791;gute
10541;blau;434886;2792;blau
10542;qualität;9743730;2793;qualitaet
10543;angenehm;709229;2794;angenehm
10544;bauch;434886;2795;bauch
10545;beschreibung;709229;2796;beschreibung
10546;angenehm;434886;2797;angenehm
10547;angenehmes;654563;2798;angenehmes
10548;völlig;709229;2799;voellig
10549;bügel;654563;28;buegel
10550;rot;654563;280;rot
10551;gr;8623725;2800;gr
10552;stören;655046;2801;stoeren
10553;gr;8623725;2802;gr
10554;lange;9743730;2803;lange
10555;blickdicht;9743730;2804;blickdicht
10556;groß;655046;2805;gross
10557;vorstellung;44970574;2806;vorstellung
10558;schnitt;654563;2807;schnitt
10559;schick;655046;2808;schick
10560;leict;553018;2809;leict
10561;schwarz;553018;2811;schwarz
10562;angenehm;654563;2812;angenehm
10563;material;709229;2813;material
10564;passform;8623725;2814;passform
10565;gefällt;553018;2815;gefaellt
10566;fällen;9743730;2816;faellen
10567;erstens;654563;2817;erstens
10568;angenehm;515928;2818;angenehm
10569;sitzen;515928;2819;sitzen
10570;farbe;1709054;282;farbe
10571;grün;9743730;2820;gruen
10572;preis;553018;2821;preis
10573;suchten;9743730;2823;suchten
10574;angenehm;553018;2824;angenehm
10575;weiß;553018;2825;weiss
10576;tragegefühl;655046;2826;tragegefuehl
10577;sitz;655046;2827;sitz
10578;wunderschöner;8623725;2828;wunderschoener
10579;passform;515928;2829;passform
10580;preis;709229;283;preis
10581;gr;553018;2830;gr
10582;fallen;8623725;2831;fallen
10583;top;515928;2832;top
10584;grün;9743730;2833;gruen
10585;passen;709229;2834;passen
10586;höschen;515928;2835;hoeschen
10587;enttäuschen;1709054;2836;enttaeuschen
10588;bequeme;553018;2837;bequeme
10589;breit;553018;2838;breit
10590;weich;553018;2839;weich
10591;sooo;9743730;284;sooo
10592;vorstellung;9743730;2840;vorstellung
10593;material;434886;2841;material
10594;schöner;9743730;2842;schoener
10595;gute;434886;2843;gute
10596;schöne;1709054;2844;schoene
10597;ordentliche;515928;2845;ordentliche
10598;schlecht;434886;2846;schlecht
10599;passform;655046;2848;passform
10600;luftig;709229;2849;luftig
10601;freizeit;709229;285;freizeit
10602;toller;655046;2851;toller
10603;material;654563;2852;material
10604;passform;654563;2853;passform
10605;d;654563;2854;d
10606;qualität;655046;2855;qualitaet
10607;preiswert;434886;2856;preiswert
10608;materia;654563;2857;materia
10609;passen;8623725;2858;passen
10610;vorne;553018;2859;vorne
10611;echt;1709054;286;echt
10612;eng;44970574;2860;eng
10613;freiden;434886;2861;freiden
10614;perfekter;8623725;2862;perfekter
10615;eigentlich;8623725;2863;eigentlich
10616;wunderbarer;553018;2864;wunderbarer
10617;tragen;655046;2865;tragen
10618;stoff;9743730;2866;stoff
10619;fallen;709229;2867;fallen
10620;sitzen;434886;2868;sitzen
10621;material;553018;2869;material
10622;superbequeme;553018;287;superbequeme
10623;sitzt;515928;2871;sitzt
10624;sitzen;655046;2872;sitzen
10625;lila;553018;2873;lila
10626;schuhen;553018;2874;schuhen
10627;stimmen;1709054;2875;stimmen
10628;bewerten;434886;2876;bewerten
10629;crem;9743730;2877;crem
10630;lieblingshose;434886;2878;lieblingshose
10631;fälen;655046;2879;faelen
10632;preis;1709054;288;preis
10633;weiß;654563;2880;weiss
10634;preis;553018;2881;preis
10635;qualität;655046;2882;qualitaet
10636;material;515928;2883;material
10637;eng;655046;2885;eng
10638;beschreiben;1709054;2886;beschreiben
10639;teil;9743730;2887;teil
10640;passform;654563;2888;passform
10641;service;8623725;2889;service
10642;tier;9743730;289;tier
10643;lieblingshose;44970574;2890;lieblingshose
10644;qualität;553018;2891;qualitaet
10645;tolles;655046;2894;tolles
10646;passt;9743730;2895;passt
10647;gute;44970574;2896;gute
10648;frau;515928;2897;frau
10649;bestellt;654563;2898;bestellt
10650;gekaufen;9743730;2899;gekaufen
10651;klein;8623725;29;klein
10652;unterschiedlich;1709054;290;unterschiedlich
10653;meckern;515928;2900;meckern
10654;passform;654563;2901;passform
10655;farbe;9743730;2902;farbe
10656;klein;434886;2903;klein
10657;preis;434886;2904;preis
10658;begeistern;553018;2905;begeistern
10659;erfreulicherweis;44970574;2906;erfreulicherweis
10660;qualität;434886;2907;qualitaet
10661;verdunkeln;9743730;2908;verdunkeln
10662;material;1709054;2909;material
10663;top;655046;291;top
10664;absolut;553018;2910;absolut
10665;qualität;9743730;2911;qualitaet
10666;passen;8623725;2912;passen
10667;material;8623725;2913;material
10668;angenehm;655046;2914;angenehm
10669;total;9743730;2915;total
10670;schuhe;553018;2916;schuhe
10671;passform;515928;2917;passform
10672;dick;44970574;2918;dick
10673;bestens;1709054;2919;bestens
10674;grau;709229;292;grau
10675;tolles;8623725;2920;tolles
10676;eng;655046;2921;eng
10677;vorstellen;434886;2922;vorstellen
10678;unterer;655046;2923;unterer
10679;guter;434886;2924;guter
10680;schöne;1709054;2925;schoene
10681;stoff;9743730;2927;stoff
10682;schals;9743730;2928;schals
10683;tragekomfort;654563;2929;tragekomfort
10684;hoffen;1709054;293;hoffen
10685;material;44970574;2931;material
10686;material;434886;2932;material
10687;po;8623725;2933;po
10688;rücken;655046;2934;ruecken
10689;kurz;44970574;2935;kurz
10690;abbilden;709229;2936;abbilden
10691;qualität;9743730;2937;qualitaet
10692;deko;9743730;2938;deko
10693;geld;654563;2939;geld
10694;oft;515928;294;oft
10695;sitz;655046;2940;sitz
10696;angenehm;655046;2941;angenehm
10697;produkt;654563;2942;produkt
10698;gardienen;9743730;2944;gardienen
10699;gefallen;553018;2945;gefallen
10700;tag;553018;2946;tag
10701;klein;434886;2947;klein
10702;größe;1709054;2948;groesse
10703;passform;654563;2949;passform
10704;angenehm;434886;295;angenehm
10705;top;709229;2950;top
10706;farbe;1709054;2951;farbe
10707;armloch;709229;2952;armloch
10708;abstand;8623725;2953;abstand
10709;passen;553018;2954;passen
10710;material;434886;2955;material
10711;träger;654563;2956;traeger
10712;halt;655046;2957;halt
10713;meinung;8623725;2958;meinung
10714;lieben;9743730;2959;lieben
10715;stoff;709229;296;stoff
10716;falsch;434886;2960;falsch
10717;sitzt;8623725;2961;sitzt
10718;gefallen;8623725;2962;gefallen
10719;material;434886;2963;material
10720;paßform;655046;2964;passform
10721;material;434886;2965;material
10722;eng;434886;2966;eng
10723;jahr;1709054;2967;jahr
10724;angenehm;654563;2968;angenehm
10725;angenehm;655046;2969;angenehm
10726;weich;9743730;297;weich
10727;angenehm;1709054;2970;angenehm
10728;klasse;1709054;2971;klasse
10729;weit;44970574;2972;weit
10730;etspricht;8623725;2973;etspricht
10731;gummibund;434886;2974;gummibund
10732;schöne;1709054;2975;schoene
10733;diesmal;553018;2976;diesmal
10734;verarbeiten;1709054;2977;verarbeiten
10735;gross;654563;2978;gross
10736;material;655046;2979;material
10737;bisher;709229;298;bisher
10738;bequem;1709054;2980;bequem
10739;tatsächlich;9743730;2981;tatsaechlich
10740;herrlich;709229;2982;herrlich
10741;gross;654563;2983;gross
10742;groß;8623725;2984;gross
10743;farbe;1709054;2985;farbe
10744;gefallen;1709054;2986;gefallen
10745;kurz;44970574;2987;kurz
10746;qalität;1709054;2988;qalitaet
10747;klassen;654563;2989;klassen
10748;schwarz;553018;299;schwarz
10749;material;8623725;2990;material
10750;qualität;654563;2991;qualitaet
10751;dunkeln;9743730;2992;dunkeln
10752;falle;1709054;2993;falle
10753;schöne;553018;2994;schoene
10754;farbe;654563;2995;farbe
10755;qualität;44970574;2996;qualitaet
10756;schönes;709229;2997;schoenes
10757;farb;553018;2998;farb
10758;farbe;1709054;2999;farbe
10759;material;8623725;3;material
10760;anprobieren;515928;30;anprobieren
10761;schuhe;553018;300;schuhe
10762;weich;709229;3000;weich
10763;hautsympathisches;655046;3001;hautsympathisches
10764;bequem;434886;3002;bequem
10765;farbzusammenstellung;1709054;3003;farbzusammenstellung
10766;material;1709054;3004;material
10767;richtig;655046;3005;richtig
10768;angenehmes;709229;3006;angenehmes
10769;schöne;44970574;3007;schoene
10770;nr;44970574;3008;nr
10771;echt;709229;3009;echt
10772;zeichnen;553018;301;zeichnen
10773;sitzen;44970574;3010;sitzen
10774;größe;655046;3012;groesse
10775;farbe;434886;3013;farbe
10776;verarbeiten;515928;3014;verarbeiten
10777;fließend;709229;3016;fliessend
10778;sitzt;655046;3017;sitzt
10779;zuersteinmal;9743730;3018;zuersteinmal
10780;groß;1709054;3019;gross
10781;sitzt;655046;302;sitzt
10782;farbe;1709054;3020;farbe
10783;trägt;515928;3021;traegt
10784;schuhe;553018;3022;schuhe
10785;abbildung;515928;3023;abbildung
10786;okay;654563;3024;okay
10787;stimmen;434886;3025;stimmen
10788;wort;709229;3026;wort
10789;richtig;709229;3027;richtig
10790;hosesieht;44970574;3028;hosesieht
10791;grösse;709229;3029;groesse
10792;erfahrung;553018;303;erfahrung
10793;schöne;515928;3030;schoene
10794;schöne;9743730;3032;schoene
10795;preis;654563;3033;preis
10796;geld;44970574;3034;geld
10797;material;1709054;3035;material
10798;preis;553018;3036;preis
10799;tragen;655046;3037;tragen
10800;tragen;655046;3038;tragen
10801;fabe;9743730;3039;fabe
10802;tolles;709229;304;tolles
10803;fallen;1709054;3040;fallen
10804;fallen;709229;3041;fallen
10805;material;1709054;3042;material
10806;bauchgröße;434886;3043;bauchgroesse
10807;größe;655046;3044;groesse
10808;verhältnis;434886;3045;verhaeltnis
10809;materal;515928;3046;materal
10810;schöner;654563;3047;schoener
10811;paten;654563;3048;paten
10812;material;434886;3049;material
10813;gr;515928;305;gr
10814;humm;515928;3050;humm
10815;passform;654563;3051;passform
10816;stützen;655046;3052;stuetzen
10817;mehrmals;434886;3053;mehrmals
10818;material;515928;3054;material
10819;endlich;654563;3055;endlich
10820;sitzen;655046;3056;sitzen
10821;sogar;8623725;3057;sogar
10822;sitzen;1709054;3058;sitzen
10823;mattorang;9743730;3059;mattorang
10824;passform;654563;306;passform
10825;sitzt;655046;3060;sitzt
10826;qualität;709229;3061;qualitaet
10827;qualität;9743730;3062;qualitaet
10828;endlich;654563;3063;endlich
10829;wunderschön;515928;3064;wunderschoen
10830;tierisch;709229;3065;tierisch
10831;angenehm;44970574;3066;angenehm
10832;bequem;553018;3067;bequem
10833;finden;654563;3068;finden
10834;top;1709054;3069;top
10835;bequem;553018;307;bequem
10836;schöner;553018;3070;schoener
10837;material;434886;3071;material
10838;desaster;44970574;3072;desaster
10839;passt;654563;3073;passt
10840;preis;655046;3074;preis
10841;qualität;709229;3075;qualitaet
10842;stretchhose;44970574;3076;stretchhose
10843;pack;1709054;3077;pack
10844;selten;553018;3078;selten
10845;sitzt;515928;3079;sitzt
10846;laufen;553018;308;laufen
10847;schuhe;553018;3080;schuhe
10848;klein;1709054;3081;klein
10849;erster;655046;3082;erster
10850;qualität;1709054;3083;qualitaet
10851;farbe;515928;3084;farbe
10852;sitz;655046;3086;sitz
10853;schlecht;553018;3088;schlecht
10854;dauern;1709054;3089;dauern
10855;prima;9743730;309;prima
10856;finden;553018;3090;finden
10857;freiden;655046;3091;freiden
10858;reichlich;709229;3092;reichlich
10859;groß;655046;3093;gross
10860;sitzen;655046;3094;sitzen
10861;suchen;1709054;3095;suchen
10862;normalerweise;1709054;3096;normalerweise
10863;farbe;434886;3097;farbe
10864;angenehm;709229;3098;angenehm
10865;endlich;434886;3099;endlich
10866;vorstellen;655046;31;vorstellen
10867;po;44970574;310;po
10868;kommen;434886;3100;kommen
10869;größe;44970574;3101;groesse
10870;farbe;1709054;3102;farbe
10871;weich;553018;3104;weich
10872;endlich;9743730;3105;endlich
10873;lang;553018;3106;lang
10874;material;553018;3107;material
10875;nochmal;655046;3108;nochmal
10876;sitzen;515928;3109;sitzen
10877;passen;515928;311;passen
10878;völlig;1709054;3110;voellig
10879;material;709229;3111;material
10880;material;515928;3112;material
10881;laden;709229;3113;laden
10882;john;434886;3114;john
10883;tolle;1709054;3115;tolle
10884;weich;553018;3116;weich
10885;fallen;654563;3117;fallen
10886;zweiter;9743730;3118;zweiter
10887;quer;655046;3119;quer
10888;angenehm;655046;312;angenehm
10889;material;44970574;3120;material
10890;hoch;515928;3121;hoch
10891;bewertung;8623725;3122;bewertung
10892;stimmen;1709054;3123;stimmen
10893;beschreibung;8623725;3124;beschreibung
10894;gute;709229;3125;gute
10895;passform;654563;3126;passform
10896;bequemer;553018;3127;bequemer
10897;sitzt;655046;3128;sitzt
10898;vorne;553018;3129;vorne
10899;angenehme;709229;313;angenehme
10900;passform;515928;3130;passform
10901;angenehmer;655046;3131;angenehmer
10902;gute;655046;3132;gute
10903;schöne;655046;3133;schoene
10904;qualität;434886;3134;qualitaet
10905;schöne;9743730;3135;schoene
10906;lang;515928;3136;lang
10907;passform;654563;3137;passform
10908;teuer;553018;3138;teuer
10909;passform;655046;3139;passform
10910;wunderschön;8623725;314;wunderschoen
10911;frau;515928;3140;frau
10912;qualität;9743730;3141;qualitaet
10913;schöne;553018;3142;schoene
10914;bequem;553018;3143;bequem
10915;preisleistung;553018;3144;preisleistung
10916;natürlich;655046;3145;natuerlich
10917;bestell;515928;3146;bestell
10918;kurz;709229;3147;kurz
10919;passform;655046;3148;passform
10920;bequem;1709054;3149;bequem
10921;preisleistung;9743730;315;preisleistung
10922;bequem;655046;3150;bequem
10923;farbe;9743730;3151;farbe
10924;bequem;553018;3152;bequem
10925;gehen;434886;3153;gehen
10926;tolle;44970574;3154;tolle
10927;preis;1709054;3155;preis
10928;stimmen;8623725;3156;stimmen
10929;paßform;655046;3157;passform
10930;bund;44970574;3158;bund
10931;katalog;709229;3159;katalog
10932;bestellt;8623725;316;bestellt
10933;behalten;515928;3160;behalten
10934;sitzen;655046;3161;sitzen
10935;preis;1709054;3162;preis
10936;sitzt;655046;3163;sitzt
10937;beschreiben;1709054;3164;beschreiben
10938;doppelgröß;1709054;3165;doppelgroess
10939;qualität;709229;3166;qualitaet
10940;fallen;553018;3167;fallen
10941;set;654563;3168;set
10942;weise;44970574;3169;weise
10943;material;654563;317;material
10944;überzeugt;654563;3170;ueberzeugt
10945;material;553018;3171;material
10946;riechen;9743730;3172;riechen
10947;erst;709229;3173;erst
10948;größe;515928;3174;groesse
10949;gerne;434886;3175;gerne
10950;anprobieren;654563;3176;anprobieren
10951;meinung;9743730;3177;meinung
10952;tragekomfort;515928;3178;tragekomfort
10953;gerne;553018;3179;gerne
10954;material;9743730;318;material
10955;vorstellung;1709054;3180;vorstellung
10956;passt;654563;3181;passt
10957;bieten;654563;3182;bieten
10958;solide;9743730;3183;solide
10959;weite;1709054;3184;weite
10960;frühjahr;1709054;3185;fruehjahr
10961;erzeugnis;9743730;3186;erzeugnis
10962;weile;655046;3187;weile
10963;dünn;44970574;3188;duenn
10964;passt;654563;3189;passt
10965;passen;553018;319;passen
10966;fest;44970574;3190;fest
10967;wucht;553018;3191;wucht
10968;qualität;709229;3192;qualitaet
10969;schöne;553018;3193;schoene
10970;angenehm;654563;3194;angenehm
10971;kaufe;1709054;3195;kaufe
10972;sitz;655046;3196;sitz
10973;material;709229;3197;material
10974;einfaches;654563;3198;einfaches
10975;passform;1709054;3199;passform
10976;material;654563;32;material
10977;frau;8623725;320;frau
10978;gute;655046;3200;gute
10979;passt;44970574;3201;passt
10980;material;515928;3202;material
10981;schwer;9743730;3203;schwer
10982;zweiter;553018;3204;zweiter
10983;passt;654563;3205;passt
10984;rücksendung;44970574;3206;ruecksendung
